#묶음	번호	식별자	EN	JP	KO
1	28	CELL4131	MARS WORLD	ﾏｰｽﾞﾜｰﾙﾄﾞ	
1	29	CELL4141	SWEET WORLD	ｽｲｰﾄﾜｰﾙﾄﾞ	
1	30	CELL4151	JONES WORLD	ｼﾞｮｰﾝｽﾞﾜｰﾙﾄﾞ	
1	31	CELL4161	SICK WORLD	ｼｯｸﾜｰﾙﾄﾞ	
1	32	CELL4171	BAD WORLD	ﾊﾞｯﾄﾞﾜｰﾙﾄﾞ	
1	33	CELL4181	SHAKS WORLD	ｼｬｸｽﾜｰﾙﾄﾞ	
1	34	CELL4191	WAKKY WORLD	ﾜｯｷｰﾜｰﾙﾄﾞ	
1	35	CELL4201	JACKS WORLD	ｼﾞｬｯｸｽﾜｰﾙﾄﾞ	
1	36	CELL4211	LANES WORLD	ﾚｰﾝｽﾞﾜｰﾙﾄﾞ	
1	37	CELL4221	PANES WORLD	ﾍﾟｰﾝｽﾞﾜｰﾙﾄﾞ	
1	38	CELL4231	JANES WORLD	ｼﾞｪｰﾝｽﾞﾜｰﾙﾄﾞ	
1	39	CELL4241	SMITH WORLD	ｽﾐｽﾜｰﾙﾄﾞ	
1	40	CELL4251	SMITH WORLD	ｽﾐｽﾜｰﾙﾄﾞ	
1	41	CELL4261	SMITH WORLD	ｽﾐｽﾜｰﾙﾄﾞ	
2	0	YT_TITLE_DETAIL	DETAILS CHARTS %s	詳細ランキング %s 年	
2	1	YT_OVERALL	OVERALL	総合	
2	2	YT_DETAIL			
2	3	YT_RICHEST	RICHEST PARK OWNER	一番リッチなオーナー	
2	4	YT_BIGGEST	BIGGEST PARK	一番大きいテーマパーク	
2	5	YT_EXCITING	MOST EXCITING PARK	一番活気のあるテーマパーク	
2	6	YT_AMENITIES	MOST AMENITIES	一番快適	
2	7	YT_PLEASANT	MOST PLEASANT PARK	一番愉快なテーマパーク	
2	8	YT_SATISFACTION	MOST HAPPY CUSTOMERS	一番お客さんが楽しい	
3	0	TA_RIDE_FLIGHT	A high tech, high spec ride that not only packs 'em in but will excite even the most diehard skeptic. Expensive, but worth every penny.	大空を飛んでいる気分を味わえる高性能マシン。\n人気は絶大ですが、寿命が短いのが難点です。	
3	1	TA_RIDE_TREE	Although it's not a trip to Mars, this mechanical elephant is as reliable as they come - it simply doesn't break down.	木の家に上ってパーク内を一望できます。\n定員が少ないので、\n順番待ちの列に気を付けましょう。	
3	2	TA_PIRATE_BOAT	Ahoy! You'll need a fair bit of booty for this treasure, but she's sturdy, not too rough, and holds a large crew.	右に左に大きくゆれる海賊船。\nスリルを求めるお客さんに大人気です。	
3	3	TA_RIDE_MERRY	An inexpensive ride perfect for the nuclear family. Not too wild, either - why, just last week my granny went for a spin.	ぐるぐる回るコーヒーカップ。\n人気があって故障も少ないので、\n資金が少ない時には大活躍です。	
3	4	TA_MAZE	A cheap adventure playground for lots of little explorers. Don't worry, it's not too complex. Kids love it!	樹木を使った巨大迷路。待ち時間が少なく、\nほとんど故障しませんが、人気はイマイチです。	
3	5	TA_GHOST_HOUSE	A cheap but thrilling ride with lots of spooks for lots of people. Wait 'till they get a load of the pyrotechnics!	カートに乗って体感するお化け屋敷。\n価格は高いですが、\n耐久力に優れ人気もそこそこあります。	
3	6	TA_HAUNTED_HOUSE	A suspenseful thrill ride with ghosts galore. It's popular and reliable, so expect crowds. Rides like this don't come cheap!	スリルとサスペンス満点の幽霊屋敷。\n人気、耐久性共に高く、\n多くの集客を望めますが割高です。	
3	7	TA_RIDE_TUBING	A wet and wild rubber boat that speeds down a slippery slide. It's popular and reliable, but doesn't have a lot of repeat riders.	ゴムボートに乗って水路をすべります。\n人気、耐久力共に高いですが、\n飽きられやすいのが欠点。	
3	8	TA_RIDE_RACE	This ride gives you the Indy 500 on a scale of 5 and it's safer. You'll get lots of budding Mansells on this one!	カートに乗って、レーサー気分が味わえます。\nコース設計が悪いと、\n事故が起こりやすくなるので注意。	
3	9	TA_RIDE_ROLLER	This ride is so exciting I feel like vomiting just -thinking- about it. It will make your park the greatest!	スリルと迫力は保証付き。\nパーク一番の呼び物になるでしょう。\n安全第一、コース設計は慎重に。	
3	10	TA_RIDE_LOOP	This add-on to your existing roller coaster will send guests head over heels and bring new meaning to the word "thrilling".	ジェットコースターに取り付け、\nコースを一回転させるパーツ。\nスリルはより一層、高まります。	
3	11	TA_RIDE_SCREW	This add-on puts a twist in traditional roller coasters. It'll make the ride more popular, but will also lower its reliability.	ジェットコースターに\nひねりを加える専用パーツ。\n人気はアップしますが耐久度は下がります。	
3	12	TA_RIDE_WHEEL	The Wheel is big... on happiness. That flower says it all. Pack 'em in with this one.	大きな輪がゆるやかに回る観覧車。\n高価ですが、耐久性はバツグンです。	
3	13	TA_FLYER	Sleek and stylish planes that fly in circles. It's an expensive but reliable ride that's very popular with families.	ぐるぐる回るオシャレな飛行機。\n価格は高めですが耐久力は高く、\n家族に人気があります。	
3	14	TA_RIDE_CASTLE	Always an attraction, especially at this price. And it comes equipped with vomit resistant rubber at no extra cost!	お城の上で跳んだりハネたりするトランポリン。\n子供に人気です。故障しやすいので要注意！	
3	15	TA_SHUTTLE	A 360-degree thrill ride for would-be astronauts everywhere. It's highly reliable and very popular - a must-have attraction.	360度ぐるっと一回転。気分は宇宙飛行士。\n故障しにくく、人気が高い、\nおすすめの一台です。	
3	16	TA_RIDE_DIPPER	Big on excitement and at this price, you won't have to dig too deep into your piggy bank.	木製のローラーコースター。\n通常のコースターより興奮度は低め。\n設計次第で事故率がアップします。	
3	17	TA_WOODEN_SPLASH	Adds an affordable drop of exhilaration to your existing wooden rollercoaster at a price that'll keep you liquid.	ウッドコースターに取り付け、\n人気を高めるパーツ。コースターが\n水しぶきを上げながら走り抜けます。	
3	18	TA_RIDE_MONO	Moves slowly through the park and lets folks see all the sights. It's highly reliable, but a bit lacking in thrills.	パーク内を\nゆっくり遊覧できるアトラクションです。\n耐久力はとても高いですがスリルに欠けます。	
3	19	TA_RIDE_SNAKE_SLIDE	This slide slithers in at a very reasonable price and although it can only seat one person at a time, it guarantees pleasure.	大きなヘビの形をしたすべり台。\n故障しやすいですが、\n価格が手頃で子供に人気があります。	
3	20	TA_RIDE_LOOKOUT_TOWER	The view of the park from atop this enormous tower is second-to-none. However, it's popularity and reliablity are low.	高い場所から\nパーク内の素晴らしい景色を楽しめます。\nただし人気、耐久力共に低めです。	
3	21	TA_RIDE_PARASOL	Excitement all around. You can sit back safe in the knowledge that lots of people will be happy with this inexpensive little number.	パラソル付きのイスが回転！\n家族、カップルに大人気ですが、\n故障しやすいことに要注意。	
3	22	TA_RIDE_COWBOYS	Round 'em up for a taste of the Wild West that entertains herds of people.	カウボーイスタントマンが\n迫力満点のショーを披露します。\nスリル満点、耐久力も高いです。	
3	23	TA_RIDE_CLOWNS	Comes cheap, but rest assured the gags are not. This'll keep a circus full of people entertained!	ピエロ達が楽しいショーを繰り広げます。\n定員数はとても多いのですが、\n飽きられるのも早そうです。	
3	24	TA_RIDE_DOLFINS	Aquatic fun with the seven seas' cutest performers! Popular with kids and adults alike. This show is bound to pack them in!	かわいいイルカ達の楽しいショー。\n子供から大人まで、\n幅広い層の人気が期待できます。	
3	25	TA_RIDE_KNIGHTS	Give this the thumbs up and receive an amusing glance back in time to the arena. It may be a bit scary for young kids!	中世を舞台にした演劇アトラクション。\n人気はそこそこあるので、\nお客さんを惹きつけるでしょう。	
3	26	TA_RIDE_SPINNEY	This won't take your wallet for a ride, but it -will- take lots of people for a fun-packed spin. Give it a whirl!	全体をぐるぐる回転させ、スリルを楽しめます。\n人気、耐久性共に高い、ハイテクマシンです。	
3	27	TA_OBSERVATORY	Show its guests all the wonders in the sky. It also has a nice laser light show and a huge capacity. Extremely reliable!	夜空の美しさを満喫できます。\n人気はそこそこありますが、\nすぐに飽きられる傾向があります。	
3	28	TA_PLANET_ROCKET	This ride takes its guests on a thrilling virtual tour of the Seven Wonders of the World. You can't go wrong with this baby.	宇宙を散歩したような不思議気分が味わえます。\n低価格ですが定員数は多く、\n人気もそこそこです。	
3	29	TA_USA_RIDE	This thrillful attraction features planes flying around a world famous skyscraper. Heights! Planes! Vertigo!	高層ビルの周囲を飛行機で飛ぶ、\nスリルいっぱいのアトラクションです。	
3	30	TA_JPN_RIDE	Can this really be?! A traditional Japanese Castle becomes a trampoline!	おごそかな日本の城が、実はトランポリンに！？\nこのギャップが、お客さんに大ウケです。	
3	31	TA_EGY_RIDE	Guests on Magic carpets, flying rapidly around a giant Pyramid. The mood and thrill is just spectacular!	ピラミッドをバックに、\nぐるぐる回転する魔法のカーペット。\nスリルもムードも満点です。	
3	32	TA_AFR_RIDE	Experience the jungle in a small house surrounded by trees. The surrounding animals give guests a real-life feel!	大自然の中の小さな家で、ジャングル体験。\nたくさんの動物に囲まれると、心が和みます。	
3	33	TA_AUS_RIDE	Experience the wonders of nature. Ride a cart and pass through the open mouth of a giant crocodile!	巨大なワニの口のそばを、カートに乗って移動！\n自然の驚異を体感できます。	
3	34	TA_BRA_RIDE	Guests here will enjoy the mood and music of a Brazilian Carnival, having fun like never before!	カーニバルのムードを味わえるアトラクション。\n心の底からにぎやかな気分になれます。	
3	35	TA_RIDE_ONLY_ONE	Unfortunately, you can only place this attraction once in your park.	このアトラクションは\n各テーマパークに一つしか設置できないので、\n購入できません。	
4	0	CELL4751	 	 	
4	1	PT_ITS_YOU_BUDDY	ITS YOU BUDDY	ﾒｻﾞｾ ﾕｳｴﾝﾁｵｳ	
4	2	PT_JUST_CHEATED	%s HAS JUST CHEATED!	ずるいぞ %s！	
4	3	PT_STATEMENT_TITLE	 DAY      DETAILS                                 OUT          IN    BALANCE	 日付        明細                                             支出            収入         残高	
4	4	PT_STOCK_SCREEN	STOCK SCREEN	ストック画面	
4	5	PT_STOCK_PRICE	PRICE   	商品単価	
4	6	PT_STOCK_IN_STOCK	IN STOCK	在庫数量	
4	7	PT_STOCK_STOCK_VALUE	VALUE   	総額	
4	8	PT_STOCK_ON_ORDER	ON ORDER	発注数	
4	9	PT_STOCK_EXPECTED	EXPECTED	納品予定日	
4	10	PT_STOCK_PLACE_ORDER	PLACE ORDER	発注数量	
4	11	PT_STAFF_NEGOTIATION   	STAFF NEGOTIATION	労使交渉	
4	12	PT_GOODS_NEGOTIATION   	GOODS NEGOTIATION	仕入れ交渉	
4	13	PT_WAGE_CUT			
4	14	PT_GIVE_WAGE_INCREASE	YOU HAVE AGREED TO A CHANGE IN STAFF WAGES	あなたは、\nスタッフの賃金値上げに同意しました。	
4	15	PT_WAGE_PERCENT			
4	16	PT_WAGE_FREEZE	YOU AND YOUR STAFF HAVE AGREED TO A FREEZE IN WAGES	あなたとスタッフは、\n賃金の凍結に合意しました。	
4	17	PT_MECANICS_LESS	YOUR MECHANICS WILL NOW NOT WORK FOR LESS THAN %s	メカニックの賃金： %s	
4	18	PT_HANDYMEN_LESS	YOUR HANDYMEN WILL NOW NOT WORK FOR LESS THAN %s	スイーパーの賃金： %s	
4	19	PT_ENTERTAINER_LESS	YOUR ENTERTAINERS WILL NOW NOT WORK FOR LESS THAN %s	エンターテナーの賃金： %s	
4	20	PT_MOUSE_CONTINUE	CLICK MOUSE TO CONTINUE	マウスを左クリックしてください。	
4	21	PT_GOODS_LESS			
4	22	PT_GOODS_MORE			
4	23	PT_GOODS_SAME			
4	24	PT_NO_AGREEMENT	YOU HAVE FAILED TO REACH A WAGE AGREEMENT WHICH THE	労使交渉は決裂しました。	
4	25	PT_STAFF_ACCEPTABLE	STAFF UNION FINDS ACCEPTABLE.	組合との賃金協定を締結できませんでした。	
4	26	PT_FAIL_AGREE	YOU HAVE FAILED TO REACH AN AGREEMENT WHICH YOUR	仕入れ交渉は決裂しました。	
4	27	PT_SUPPLIERS_FAIL	SUPPLIERS FIND ACCEPTABLE. YOUR SUPPLIES ARE CUT!	商品の入荷がストップします。	
4	28	PT_RESEARCH_TITLE	RESEARCH SCREEN	研究開発画面	
4	29	PT_OK	OK	OK	
4	30	PT_CANCEL	CANCEL	キャンセル	
4	31	PT_LOAD	LOAD	ﾛｰﾄﾞ	
4	32	PT_NO_SUCH_FILE	NO SUCH FILE	そのようなファイルはありません。	
4	33	PT_CLICK_ON_FILE	CLICK ON FILE	ファイルを左クリック	
4	34	PT_TO_SELECT	TO SELECT	選ぶ	
4	35	PT_CLICK_ON_LOAD	CLICK ON LOAD	クリックしてﾛｰﾄﾞ	
4	36	PT_TO_LOAD_GAME	TO LOAD GAME	ﾛｰﾄﾞゲーム	
4	37	PT_OWNED	OWNED	所有の	
4	38	PT_SHARES_NAME	NAME	名前	
4	39	PT_SHARES	SHARES	株式資本	
4	40	PT_SHARES_BALANCE	BALANCE	資金	
4	41	PT_SHARES_OWNS	OWNS	所有する	
4	42	PT_SHARES_BUY	BUY	買う	
4	43	PT_SHARES_SELL	SELL	売る	
4	44	PT_SHARES_FORMAT_A			
4	45	PT_SHARES_FORMAT_B			
4	46	PT_SHARES_FORMAT_C			
4	47	PT_SHARES_FORMAT_D			
4	48	PT_STOCK_ORDER	ORDER	発注数	
4	49	PT_WAREHOUSE			
4	50	PT_UPGRADE_WAREHOUSE			
4	51	PT_NO_PEEPS_IN_PARK	NUMBER OF PEOPLE IN PARK	テーマパーク内のお客さんの数	
4	52	PT_NO_PEEPS_ON_BUS	NUMBER OF PEOPLE ON BUS	バスに乗っているお客さんの数	
4	53	PT_CHANGE_NAME	NEW NAME ?	新しい名前は何ですか？	
4	54	PT_SEND	SEND ORDER	注文する	
4	55	PT_AUCTION_GOING_1	GOING ONCE !	1 回！	
4	56	PT_AUCTION_GOING_2	GOING TWICE !!	2 回！!	
4	57	PT_AUCTION_GOING_3			
4	58	PT_NOT_AVAILABLE	THIS FEATURE IS NOT AVAILABLE. TRY PLAYING THE FULL GAME.	現在のゲームレベルで、\nこの画面の操作はできません　	
4	59	PT_GLOBE_MESSAGE	Select the country where you\nwant to set up your theme park	どの国にテーマパークを造りますか？	
4	60	PT_GLOBE_OK	OK	OK	
4	61	PT_GLOBE_CANCEL	CANCEL	キャンセル	
4	62	PT_GLOBE_SELECT	SELECT	選択	
4	63	PT_SIZE	SIZE	大きさ	
4	64	PT_CONFIRM_QUIT	ARE YOU SURE YOU WANT TO QUIT THEME PARK ?	メインメニューに戻ってもよろしいですか？	
4	65	PT_STOCK_VALUE	VALUE	総額	
4	66	PT_QUANITY_VALUE_TEXT	SHARES: QUANTITY AVAILABLE AND VALUE	株式：有効株数および株価→	
4	67	PT_RANK_TEXT	RANK	↓ランク	
4	68	PT_BANK_TEXT	BALANCE	資金→	
4	69	PT_OWNS_TEXT	ALL ABOVE OWNS SHARES IN:	↑株主一覧：	
4	70	PT_OWNED_TEXT	ALL BELOW ARE OWNED BY	↓保有株式一覧： 	
4	71	PT_OVERALL_TEXT	OVERALL VALUE	保有株式時価総額	
4	72	PT_BUY_LAND	DO YOU WANT TO BUY OUT YOUR LAND FOR %s?	土地の権利を、\n政府から %s で買いますか？	
4	73	PT_BROUGHT_LAND	%s BUYS LAND FROM THE GOVERNMENT OF %s!	%s は、\n土地を %s 政府から買います。	
4	74	PT_SHARE_NONE	YOU HAVE NONE OF THESE SHARES TO SELL	売れる株がありません	
4	75	PT_SHARE_NO_MONEY	YOU DONT HAVE ENOUGH MONEY TO BUY THIS STOCK	資金不足でこの株は買えません	
4	76	PT_SHARE_NONE_AVAIL	THERE ARE NO SHARES OF THIS TYPE TO BUY	買える株がありません	
4	77	PT_SUMMERY_TITLE_TEXT_1	YEAR END DETAILS	年末決算報告	
4	78	PT_SUMMERY_TITLE_TEXT_2	THIS YEAR	今年	
4	79	PT_SUMMERY_TITLE_TEXT_3	LAST YEAR	昨年	
4	80	PT_SUMMERY_PARK_VALUE	PARK VALUE	パークの価値	
4	81	PT_SUMMERY_SHARE_VALUE	SHARE VALUE	株価	
4	82	PT_SUMMERY_BALANCE	BALANCE	資金残	
4	83	PT_SUMMERY_LOAN	LOAN	借入金	
4	84	PT_SUMMERY_MAX_LOAN	MAXIMUM LOAN	借入限度額	
4	85	PT_SUMMERY_TAKINGS	TAKINGS	収入	
4	86	PT_SUMMERY_EXPENCES	EXPENSES	支出	
4	87	PT_SUMMERY_DIV_IN	DIVIDENDS IN	配当受け取り	
4	88	PT_SUMMERY_DIV_OUT	DIVIDENDS OUT	配当支払い	
4	89	PT_SUMMERY_LANDTAX	LAND TAX	不動産税	
4	90	PT_SUMMERY_BUY_LAND	TAP HERE TO BUY YOUR LAND OUTRIGHT	今すぐ土地を買う	
4	91	PT_SUMMERY_SELL_PARK	TAP HERE TO SELL OFF YOUR PARK	テーマパークを売却	
4	92	PT_FREE	FREE	無料	
4	93	PT_SETUP_PARK	BUY LAND	土地を買う	
4	94	PT_CONFIRM_BANKRUPT_1	NEXT YEAR YOU WILL GO BANKRUPT UNLESS YOU GET OUT OF THE RED.	赤字から脱出できなければ、\n来年には破産します。	
4	95	PT_CONFIRM_BANKRUPT_2	NEXT YEAR YOUR SHARE VALUE WILL COLLAPSE UNLESS YOU DO BETTER.	何とかしないと、\n来年あなたの株価が暴落します。	
4	96	PT_GOODS_STRIKE	GOODS STRIKE: NO STOCK ORDERING	入荷ストップ中。仕入れができません。	
4	97	PT_SUMMERY_RESERVE_PRICE			
4	98	PT_SELL_SURE	ARE YOU SURE YOU WANT TO PUT YOUR THEME PARK UP FOR AUCTION ?	あなたのテーマパークをオークションにかけてもよろしいですか？	
4	99	PT_NICKNAME_Q	WHAT IS YOUR NICKNAME ?	ニックネームは何ですか？	
4	100	PT_AUCTIONS	AUCTIONS THEME PARK	テーマパークを競売にかけます	
4	101	PT_AUCTIONS_FOR			
4	102	PT_CONFIRM_RESTART	ARE YOU SURE YOU WANT TO RESTART THEME PARK ?	はじめからやりなおしますか？	
4	103	PT_LAND_DIFF	EASY	やさしい	
4	104	CELL5791	MEDIUM	ふつう	
4	105	CELL5801	HARD	むずかしい	
4	106	CELL5811	VERY HARD	とてもむずかしい	
4	107	CELL5821	FIENDISH	ひどくむずかしい	
4	108	CELL5831	VERY POOR	とても悪い	
4	109	CELL5841	BAD	悪い	
4	110	PT_INTEREST	INTEREST	金利	
4	111	PT_LOAN_SUB_TOTAL	LOAN SUB TOTAL	借入金小計	
4	112	PT_PRICE_CMP_LAST	CMP	前週比	
4	113	PT_OWNED_COUNT	CNT	保有数	
4	114	PT_SHARE_PRICE	VAL	株価	
4	115	PT_SHARE_ON_MARKET	SHARES	発行数	
5	0	B_BUY_RIDE	PURCHASE RIDE	アトラクション設置費用	
5	1	B_BUY_SHOP	PURCHASE SHOP	ショップ設置費用	
5	2	B_BUY_FEATURE	PURCHASE FEATURE	施設設置費用	
5	3	B_REDUNCY	REDUNCY PAYMENT	退職手当 	
5	4	B_SHOP_TAKINGS	MONTHLY SHOP TAKINGS	月間ショップ売上	
5	5	B_GATE_TAKINGS	MONTHLY GATE TAKINGS	月間入場料収入	
5	6	B_HIRE_STAFF	HIRE STAFF	スタッフ雇用費	
5	7	B_INTEREST	INTEREST PAID	利子の支払い	
5	8	B_DOUBLE_INTEREST	DOUBLE INTEREST PAID	複利の支払い	
5	9	B_LOAN_REPAID	LOAN REPAID	借入れ返済	
5	10	B_LOAN	LOAN TAKEN OUT	借入れ	
5	11	B_BUY_SHARE	BUY SHARES	株式購入	
5	12	B_SELL_SHARE	SELL SHARES	株式売却	
5	13	B_WAGES	WAGES	人件費	
5	14	B_BUY_THUG	BUY THUG	チンピラを雇う	
5	15	B_CASH_AWARD	CASH AWARD	評価ボーナス	
5	16	B_BUY_STOCK	BUY STOCK	仕入れ	
5	17	B_SELL_STOCK	SELL STOCK	卸し	
5	18	B_RESEARCH	RESEARCH	研究開発	
5	19	B_PRIZE_WON	SIDESHOW PRIZE WON	賞金の支払い	
5	20	B_FACILITIES	FACILITIES UPGRADE	施設のアップグレード	
5	21	B_DIVIDEND_IN	DIVIDEND PAYMENTS	配当収入	
5	22	B_DIVIDEND_OUT	DIVIDEND PAYOUTS	配当支出	
5	23	B_BUY_TRACK	INSTALL TRACK	通路敷設	
5	24	B_MISC	MISC.	その他	
5	25	B_LAND_TAXES	LAND TAX PAYMENTS	不動産税支払い	
5	26	B_OUTSTANDING	*Dummy*	*Dummy*	
6	0	CELL6201	 	 	
6	1	RES_UPGRADE	UPGRADE RIDE DESIGNS   	アトラクションの改良　　	
6	2	RES_NEW_RIDE	NEW RIDE DESIGNS   	アトラクションの開発　　	
6	3	RES_NEW_SHOP	NEW SHOP DESIGNS   	ショップの開発　　	
6	4	RES_TRAIN_STAFF	STAFF TRAINING   	スタッフの訓練　　	
6	5	RES_FEATURES	NEW FEATURES   	パーク施設の開発　　	
6	6	RES_FACILITIES	UPGRADE FACILITIES   	施設の改修　　	
6	7	RES_MONEY	MONEY	マネー	
6	8	RES_FUNDS_LEFT	FUNDS LEFT	残った資金	
6	9	RES_AD_UPGRADE	STRONGER, BIGGER, CHEAPER AND FASTER RIDE DESIGNS   	より丈夫に、より大きく、より安く、より速く、アトラクションの改良　　	
6	10	RES_AD_NEW_RIDE	GET NEW BRILLIANT RIDE DESIGNS LIKE THE ROLLER COASTER AND FLIGHT SIM......   	ジェットコースターやバーチャルフライトのような、強力な新アトラクションの開発　　	
6	11	RES_AD_NEW_SHOP	GET NEW BIGGER, BETTER SHOPS LIKE THE STEAK HOUSE AND ARCADE......   	ステーキハウスやゲームセンターのような、より大きく高級な新ショップの開発　　	
6	12	RES_AD_TRAIN_STAFF	TRAIN YOUR STAFF TO BE MORE EFFICIENT AND WORK FASTER   	より能率よく、素早く働く、スタッフの教育　　	
6	13	RES_AD_FEATURES	MORE ATTRACTIVE TREES, BETTER QUALITY TOILETS AND FANTASTIC CENTRAL ATTRACTIONS   	樹木、柵、トイレなど各種施設の新開発とグレードアップ　　	
6	14	RES_AD_FACILITIES	MASSIVE CAPACITY BUSES AND HUGE WAREHOUSES   	バスの定員を増やす、倉庫サイズを大きく　　	
6	15	RES_DONE	--DONE--	-- 完了 --	
6	16	RES_CURR_COST	CURRENT COST	現在の費用	
6	17	RES_NEW_COST	NEW COST	新しい費用	
6	18	RES_TOTAL_COST	TOTAL MONEY SPENT	合計投資額	
7	0	CELL6401	Whips up a delicious spread of ice creams to ease a thirst, yet it won't put a freeze on spending.	冷たくて甘～い、アイスクリーム屋さん。\n幅広い層に人気がありますが、在庫には要注意。	
7	1	CELL6411	A popular place to enjoy a crispy potato snack! Look out though, this one's drier than a dusty summer day.	カリッと揚げたて、フライドポテト屋さん。\n飲食店の組み合わせで、\n相乗効果が期待できます。	
7	2	CELL6421	This burger joint is the most popular restaurant in the park. Guests can't get enough of them! Watch the trash, though.	パークで一番人気の飲食店。売れ行きも良く、\n客の評判も良いですが、ゴミの出やすさに注意。	
7	3	CELL6431	More expensive, but this restaurant offers the best food in the park - as well as the best returns.	リッチ気分を味わえるレストラン。\n設置価格は高めですが、\nお客さんの満足度もとても高いです。	
7	4	CELL6441	Buy the world a Pokey Cola - hey, it's the popular thirst quencher.	コーラを販売するお店。\n興奮度の高いアトラクションと相性抜群です。	
7	5	CELL6451	Mosey on down to the Saloon shop for drink that'll even surprise fish - All this and it makes you more hungry!	ビールを売っているお店。大人に大人気です。\n食欲を増進する効果で、\n二次収益が期待できます。	
7	6	CELL6461	Why don't you stir up your park with coffee shops - They come cheap and chic and do the trick.	コーヒーが飲めるお店。\n商品を仕入れる必要が無く、在庫を気にせず\n商売ができる貴重なお店です。	
7	7	CELL6471	Let your customers go home with a Teddy from the Teddy Shop - Guaranteed to be cute with an average mark up.	子供に人気のある、おもちゃ屋さんです。\n設置価格は高い割に、商品単価は安いです。	
7	8	CELL6481	Float down to the Balloon Store for a bulbous bargain - Your head would have to be full of helium to miss this opportunity.	テーマパークに欠かせない必須アイテム、\n風船を売るお店です。\n人気が高く多くの客が購入します。	
7	9	CELL6491	Browse through our up-market Gift Shop for that more expensive, more thoughtful gift that says to the world: I rode that park!	テーマパークのおみやげ屋さんです。\n人が多い場所に出店すると、\n高い売り上げが期待できます。	
7	10	CELL6501	It's costly sure, but the Arcade will blow 'em away with excitement. Initial outlay is high, but it's a guaranteed crowd puller.	テーマパーク一番の娯楽施設。\n設置価格は高価ながら、\n莫大な売り上げも期待できるでしょう。	
7	11	CELL6511	A small shop that sells park mementos, shirts, hats, keychains and other assorted knick-knacks.	パークの記念品や、\nちょっとした小物を売るお店です。	
7	12	CELL6521	Seems expensive until you consider that it's popularity is rivalled only by the arcade.	ボールを投げてヤシの実を落としていくゲーム。\n子供たちに人気があります。	
7	13	CELL6531	Gear up for a flitter with the fillies - At least it's more exciting than shooting a duck.	走っている馬にボールを当てるゲーム。\n子供より大人に人気があります。	
7	14	CELL6541	Quack! Quack! Shoot it out with these sinister ducks! Not exactly a roller coaster ride, but cheap.	水鉄砲でアヒルの人形を撃つゲーム。\n熱中度は低いですが、子供に人気があります。	
7	15	CELL6551	Aim for a Shooting Range if you want to target your park for excitement and low costs.	水鉄砲で狙い撃ち、\n本格派シューティングゲーム。興奮度は最高！\n幅広い層に人気があります。	
7	16	CELL6561	A semi-popular game where you compete to toss the most marbles into tin cans. It needs to be set up in a wide space.	ブリキ缶に投げ入れた\nおはじきの数を競うゲーム。人気はそこそこ。\n設置には広い場所が必要です。	
7	17	CELL6571	An Arch-of-Triumph-themed bakery. It boasts cakes, breads and a wide assortment of delicious baked goods.	凱旋門をモチーフにしたベーカリーショップ。\nパンからケーキ、焼き菓子まで幅広い品揃え。	
7	18	CELL6581	An ethnic eatery with a kick! Once guests get a taste for this spicy food they'll keep coming back for more!	カレーが楽しめるエスニックレストラン。\nその辛さが、やみつきになる事間違いなし！	
7	19	CELL6591	A quaint tea house in the shape of a double-decker bus. The aroma of its fine teas invites guests in for a rest.	二階建てバスをかたどった喫茶店。\n香り高い紅茶で、くつろぎのひとときを。	
7	20	CELL6601	A pizza joint with all the toppings! The pizzas are hot, fresh and made to order. A sure-fire hit!	とろりとろけるチーズの乗った\nアツアツのピザを売るお店。\nパリッとした歯応えが大人気。	
7	21	CELL6611	A magnificent restaurant inspired by Niagara Falls. Their dishes feature only the freshest Canadian salmon.	ナイアガラの滝をかたどったレストラン。\nカナダ直送、新鮮なサーモン料理が楽しめます。	
7	22	CELL6621	A gigantic dragon is the symbol of this ramen shop. Over 4,000 years of culinary secrets can be found in each delicious dish!	巨大な龍が目印のラーメン屋。\n4000年の歴史が生み出した、\n秘伝の味をご賞味あれ。	
7	23	CELL6631	The famous Sagrada Familia! Walk inside to taste its heart warming Paella and listen to its live violin player.	サグラダファミリアをかたどったレストラン。\n山の幸を盛り込んだ\n本格派パエリアを味わえます。	
7	24	CELL6641	A cute penguin is on the sign. This café looks icy cool from the outside, and features lots of hot drinks inside.	かわいいペンギンが目印のカフェ。\n見た目はひんやり、でも店内は常にホットです。	
7	25	CELL6651	A restaurant with the famous Russian piroshiki. Walk in at any time for a light bite to eat!	ロシア名物ピロシキを売るお店。\n気軽に食べることができるので、\nパークとの相性は抜群！	
7	26	CELL6661	A restaurant that allows you to enjoy an amazing selection of juicy, tasteful, sizzling, famous German sausages!	厳選された豚肉が原料の、\n歯応えのあるソーセージを\n味わえるレストランです。	
8	0	CELL6681	Hire this entertainer to keep people happy and keep people dry in nasty weather.	エンターテナーを雇えば、\n雨の日や長い行列でもお客さんはウキウキ、\n経営は順風満帆！	
8	1	CELL6691	The mechanic will fix any ride that breaks down - An important job.	アトラクションのメンテナンス、\n修理を担当します。	
8	2	CELL6701	Will keep the all-important toilets clean, tidy up your park and make sure the grass is kept short.	ゴミ拾い、トイレ掃除、\n芝生の手入れを担当する清掃スタッフです。	
