#묶음	번호	식별자	EN	JP	KO
0	0	MA_LEGAL_PATH	<1>As you can see, the Path Placement icon is ON. That means you can use the stylus to place paths!	<1>歩道設置アイコンがＯＮの状態です。\nタッチペンで歩道が書けますね。	
2	1	NT_STAFF_START	<1>We have received a negotiation request from the labor union.<P>Their representative is waiting to speak with you in the other room. Good luck!	<1>労働組合から、労使交渉の申し出がありました。\n代表者が別室で待機中です。\n…頑張ろうね。	
2	2	NT_GOODS_START	<1>We've received a price negotiation request from a distributor.<P>Their representative is waiting for you in the other room. Good luck!	<1>卸業者から仕入れ値交渉の申し出がありました。\n代表者が別室で待機中です。\n…頑張ろうね。	
2	3	NT_AGREE_AND_BASE_UP	<2>Congratulations! Negotiations were a success! All that needs to be done is to change staff wages by %d.%d%%.	<2>おめでとう！交渉が円満に解決したね！\n賃金引き上げ率\n%d.%d%%で話がまとまったわ！	
2	4	NT_FAIL_AND_STRIKE	<4>Talks failed, didn't they? Workers have gone on strike and are marching near the park entrance.	<4>交渉決裂だったね…\n入場ゲート付近で、不満を口にするスタッフが\nストライキを起こしているわ…	
2	5	NT_AGREE_AND_COST_UP	<2>Congratulations! Negotiations were a success! The price of goods will change by %d.%d%%!	<2>おめでとう！交渉が円満に解決したね！\n仕入れ値引き上げ率\n%d.%d%%で話がまとまったわ！	
2	6	NT_FAIL_AND_STOP_GOODS	<4>Talks failed, didn't they? Prices have gone up by 10%! What's more, all deliveries have been stopped!	<4>交渉決裂だったね…\n仕入れ値10％アップ…\nしかも納品もストップされたわ…	
3	0	CELL1621			
3	1	YET_START	<2>Nice work this year. Here's the financial statement for %s.	<2>オーナー、今年も一年ご苦労様！\n%s年度、決算報告を行いますね。	
3	2	YET_GOOD_AT_FIRST_YEAR	<2>Looks like the first year was a success! Keep up the good work. Use everything you've learned and aim for the top!	<2>初年度から良いスタートを切ったみたい！\nこの調子ね。コツをつかんで上を目指そうね！	
3	3	YET_BAD_AT_FIRST_YEAR	<4>No profit for the first year... Guess it's time to review some of the basics.<P>Is the front gate open? Are the attractions up and running or are they still turned off?<P>No worries, this is just the beginning. Let's stay calm and work this out together!	<4>初年度は収入が得られなかったかな…\nここでまた、基礎を見つめ直してみましょう。<P>ゲートはちゃんと開いていた？\n運行休止のアトラクションとかあったりしない？<P>…まだ始まったばかりだわ。\nあせらないで、二人三脚で頑張ろうね！	
3	4	YET_TERRIBLE_MANAGEMENT	<4>The park may very well go bankrupt if things don't turn around next year. Sorry for all the gloom and doom.<P>First, we have to raise the admission price and shop prices. Then we have to figure out how to rebuild the park.<P>This is no place for misplaced pride. I'm with you to the end, so set your mind to it and get busy.	<4>…明るい話じゃなくてごめんなさい。\n来年度の決算で\n破産する可能性が高くなってるわ。<P>ここは一つ、一時的に入場料やショップの値段を\n極端に値上げし、立て直しを計りましょう。<P>今はプライドにこだわっている場合じゃないの。\n覚悟を決めて、私はあなたを信じているから。	
3	5	YET_BAD_MANGEMENT	<4>I'm really worried about next year. To be honest, it looks like there's a chance the park could go bankrupt.<P>Here's what we'll do. Build new rides to draw in crowds, then get them to spend in the shops! Spend lots!<P>Keep things simple and you're sure to have success. Now let's look at our spending and make sure we're not wasting money.	<4>来年度がとても心配…正直に言うとね、\n破産する可能性も見えてきているの…<P>復習よ。新しいアトラクションで集客力を向上。\nそしてショップでたくさん買い物してもらうの。<P>この基本を守れば、きっと大丈夫。\nあと、無駄な支出はないかしら？\nもう一度確認しようね。	
3	6	YET_SOSO_MANGEMENT	<2>So you made a slight profit. That's a good sign! Don't worry about me, I'll do all I can to help!	<2>少しずつ収支がプラスになっているわ。\nこの調子よ。私も出来る限り協力するからね！	
3	7	YET_GOOD_MANAGEMENT	<2>I think you're getting used to park management. Stay focused, though. You can't afford to get overconfident.	<2>経営が徐々に軌道に乗り始めているわ！\nでも油断は禁物。ゆっくりでも、着実にね！	
3	8	YET_BEST_MANAGEMENT	<2>What a great job you're doing! Keep your talents shining next year and I'll do my best, too!	<2>ＯＫ！オーナーの手腕が見事に発揮されてるわ！\n私も協力する！\n来年もこの調子で頑張りましょ！	
3	9	YET_YOU_ARE_THE_GOD	<2>You're an amazing businessperson! Managing the park with you is like a dream come true!	<2>あなたってホントすごいわね。\nこんな素敵な人と一緒に仕事が出来て、\nこの瞬間、とても幸福に感じるわ…	
3	10	YET_ADVICE_ABOUT_SHOP	<1>There are two essential sources of income in a theme park: admission fees and shop sales.<P>Shops are a huge source of income. How do you get guests in your shops? Let's take a look.	<1>基本的に、テーマパークの収入源は\n”入場料”と”ショップの売り上げ”の二つね。<P>ショップは特に大きな収入源。\nなら、どうやってショップにお客様を呼ぶ？\nまずはそれを考えましょ。	
3	11	YET_ADVICE_ABOUT_RIDE	<1>First, think of the best way to draw in large crowds. Got anything?<P>New rides bring in guests. It's that simple. What are you waiting for? Let's set up some new rides!	<1>お客様を多く集めたい時\nまず、どうしたらいいかしら？<P>新しいアトラクションで、\nお客様の興味を引かせるのはどう？\n積極的にアトラクションを設置していきましょ。	
3	12	YET_ADVICE_ABOUT_RIDE_SHOP	<1>New rides increase your ability to bring in more guests. Guests buy things. Rides. Guests. Profits. Got it?<P>That's how money moves in a theme park. Understand this and your park will do just fine.	<1>アトラクションで集客力を高め、\n集まったお客様に\nショップでお買い物してもらう。<P>これが経営の基本的な流れよ。\nこの流れを把握した上で、上手に\nテーマパークを経営しましょ。	
3	13	YET_ADVICE_ABOUT_NEWS	<1>Thanks to advancements in research and development, you can perform new actions. Too much to keep up with?<P>My advice is to stay focused on developing new rides and shops.	<1>研究開発で多くの事が出来るようになったわ。\n選択肢が増えると、\nどれから試していいか迷うわよね？<P>とりあえず\n新規アトラクション、ショップの開発に\n力を入れてみたらどうかしら？	
3	14	YET_ADVICE_ABOUT_BUY_SHARES	<1>Paying dividends on one's own stock is something we cannot afford to do.<P>When you've got enough cash, I think you should buy back your own stock.	<1>自社株の配当金は、\n馬鹿にできない大きな支出なの。<P>余裕があるなら、\n自社株を買い占めてしまっても\n良いかもしれないわ！	
3	15	YET_BONUS	<2>I have some great news! Your theme park sponsor has taken note of your excellent management skills!<P>You will be receiving a bonus of %s! Congratulations!	<2>オーナー、朗報よ。\nテーマパークのスポンサーから、\n今年度の経営姿勢が高く評価されたわ。<P>計%sのボーナスが\n臨時で支給されます、おめでとう！	
4	0	CELL1791			
4	1	YET_ADVICE_PARK_VALUE	<1>Try thinking of ways to cut labor costs. Let's take a look at Park Sanitation -- the Handymen.<P>The cleaning routes function, have you ever used it? It allows you to make Handymen focus their work in specific areas.<P>Using this function is more efficient than just hiring more staff to cover areas at random.	<1>人件費を抑えるやり方を考えてみない？\nまずは衛生面で大事なスイーパーね。<P>清掃エリア指定機能って使ってる？\n汚れやすい場所を\n重点的に清掃させることができるのよ。<P>多くのスタッフを雇用するよりも、\nこの機能を上手く利用してみたらどうかしら？	
4	2	YET_ADVICE_STAFF_GURD	<1>Having a small, but very effective staff is one way to save money.<P>You're using the "pin set" function to move workers directly from one point to another, right? I hope so.	<1>少ない人数でも効率的に運用すれば\n人件費を大幅に削減する事ができるの。<P>目的地にスタッフを直接移動させる\nピンセット機能、分かるわよね？\nこれを有効に使いましょう。	
4	3	YET_ADVICE_LOOP	<1>To improve your park, you have to understand what it is that makes guests unhappy.<P>Guests get frightened if there are criminals wandering about. Hire guards to nip that problem in the bud.	<1>より良いテーマパークを目指す為には、\nお客様の気持ちになって物事を考える\n思考の切り替えが必要ね。<P>アウトローを放置すれば、お客様が怖がるわ。\nガードマンを雇い、早めに撃退しましょう。	
4	4	YET_ADVICE_FACILITY	<1>To improve your park, you have to understand what it is that makes guests unhappy.<P>Waiting in long lines is boring, right? It's up to you to find ways to keep guests from growing impatient.<P>Have entertainers keep guests happy and try planting trees by queues. Trees keep people cool and calm.	<1>より良いテーマパークを目指す為には、\nお客様の気持ちになって物事を考える\n思考の切り替えが必要ね。<P>順番待ちのお客様の退屈は、不満に直結するわ。\nお客様を飽きさせない心掛けが重要よ。<P>エンターテナーを配置したり、\n整列歩道に木を並べるだけでも\n気を紛らわせる事ができるの！	
4	5	YET_ADVICE_SHOP	<1>To make your park better, you have to concentrate each and every day on ways to keep guests from becoming unhappy.<P>If guests wander aimlessly around the park for too long, they're going to get tired and eventually go home.<P>Direct guests with Sign Posts and one-way signs. Don't worry about having too many, just place them where they're needed.	<1>より良いテーマパークを目指す為には、\nお客様の気持ちになって物事を考える\n思考の切り替えが必要ね。<P>お客様、園内を長い時間歩き続けると、\n歩き疲れて帰ってしまうわ。<P>案内標識、一方通行路を使ってみましょう。\n数は気にしないで。\nまずはあなたの好きに配置してみて。	
4	6	YET_ADVICE_CAUTION_LITTLE_THINGS	<1>Try thinking of ways to cut labor costs. Let's take a look at Park Sanitation -- the Handymen.<P>The cleaning routes function, have you ever used it? It allows you to make Handymen focus their work in specific areas.<P>Using this function is more efficient than just hiring more staff to cover areas at random.	<1>人件費を抑えるやり方を考えてみない？\nまずは衛生面で大事なスイーパーね。<P>清掃エリア指定機能って使ってる？\n汚れやすい場所を\n重点的に清掃させることができるのよ。<P>多くのスタッフを雇用するよりも、\nこの機能を上手く利用してみたらどうかしら？	
4	7	YET_ADVICE_PARK_VALUE2	<1>Having a small, but highly effective staff is one way to save money.<P>You're using the "pin set" function to move workers directly from one point to another, right? I hope so.	<1>少ない人数でも効率的に運用すれば\n人件費を大幅に削減する事ができるの。<P>目的地にスタッフを直接移動させる\nピンセット機能、分かるわよね？\nこれを有効に使いましょう。	
4	8	YET_ADVICE_STAFF_GURD2	<1>To improve your park, you have to understand what it is that makes guests unhappy.<P>Guests get frightened if there are criminals wandering about. Hire guards to nip that problem in the bud.	<1>より良いテーマパークを目指す為には、\nお客様の気持ちになって物事を考える\n思考の切り替えが必要ね。<P>アウトローを放置すれば、お客様が怖がるわ。\nガードマンを雇い、早めに撃退しましょう。	
4	9	YET_ADVICE_LOOP2	<1>To improve your park, you have to understand what it is that makes guests unhappy.<P>Waiting in long lines is boring, right? It's up to you to find ways to keep guests from growing impatient.<P>Have entertainers keep guests happy and try planting trees by queues. Trees keep people cool and calm.	<1>より良いテーマパークを目指す為には、\nお客様の気持ちになって物事を考える\n思考の切り替えが必要ね。<P>順番待ちのお客様の退屈は、不満に直結するわ。\nお客様を飽きさせない心掛けが重要よ。<P>エンターテナーを配置したり、\n整列歩道に木を並べるだけでも\n気を紛らわせる事ができるの！	
4	10	YET_ADVICE_FACILITY2	<1>To make your park better, you have to concentrate each and every day to keep guests from becoming unhappy.<P>If guests have wander around the park all day, they're going to get tired and eventually go home.<P>Direct guests with Sign Posts and one-way signs. Don't worry about having too many, just place them where they're needed.	<1>より良いテーマパークを目指す為には、\nお客様の気持ちになって物事を考える\n思考の切り替えが必要ね。<P>お客様、園内を長い時間歩き続けると、\n歩き疲れて帰ってしまうわ。<P>案内標識、一方通行路を使ってみましょう。\n数は気にしないで。\nまずはあなたの好きに配置してみて。	
5	0	CELL1911			
5	1	YET_ADVICE_PLACE_1	<2>Let me tell you an advanced shop combination to try. I bet it will make profits rise!<P>Place a Big Time Fry and Pokey Cola shop next to each other.<P>Salty fries equal thirsty guests. It's kind of sneaky, but it works.	<2>アトラクション、ショップの\n効果的な組み合わせを教えるわね。\nひと工夫で売り上げアップ、間違いなし！<P>塩分を増やしたビッグフライポテトの隣に\nドンキーコーラを設置してみて。<P>喉が渇いたお客様、きっと飲み物を\n欲しがるでしょうね。ズルいんじゃないかって？\nこれもれっきとしたテクニックよ！	
5	2	YET_ADVICE_PLACE_2	<2>Let me tell you an advanced ride and shop combination to try. I bet it will make profits rise!<P>Kids love the Bouncy Castle, right? So place a Whippy Ice Cream stand nearby and get out of the way!<P>You know kids love ice cream, so it's only logical that you'll see an increase in Whippy Ice Cream sales!	<2>アトラクション、ショップの\n効果的な組み合わせを教えるわね。\nひと工夫で売り上げアップ、間違いなし！<P>バウンシーキャッスルには子供が多く集まるわ。\nそこにウォーリーアイスを出店するの！<P>子供はみんなアイスクリームが大好き。\nウォーリーアイスの売り上げアップ間違いなし！	
5	3	YET_ADVICE_PLACE_SHOP_WITH_RIDE	<2>Adults flock to hair-raising attractions like Ghost Houses, don't they?<P>Here's what you do, set up a Coffee Shop and a Saloon in the same area as a Ghost House.<P><2>Why, you ask? It's because adults will wander about your shops and profits will go through the roof!	<2>ゴーストハウスはとっても怖いアトラクション。\nスリルを求める大人が多く集まるわ。<P>そこにコーヒーショップや\nビアハウスを出店してみるの。<P>大人が大勢ウロウロしてるから、\n売り上げもどんどんアップ！\nこれには期待できるわね！	
5	4	YET_ADVICE_PLACE_FAC_WITH_RIDE	<2>The right scenery can add appeal to shops and rides to increase earnings.<P>For example, place some Spooky Trees near ghost houses.<P>The added creepiness will increase the appeal of the rides and more guests will come.	<2>アトラクション、ショップは景観を演出すれば\nもっと収益をアップできるのよ。<P>ゴーストハウスの周りに\n”怪しい木”を\nたくさん配置してみましょう。<P>これだけで、怖さが格段にアップ！\nこういうさり気ない演出で、\n集客力もきっとアップするわ！	
5	5	YET_ADVICE_LEAD_PEOP	<2>Let me teach you a technique I learned from watching how people move through amusement parks.<P>It's a good idea to place a Balloon World and souvenir shops near the park entrance.<P>Everyone has to pass through the gates, and they'll be more likely to buy things on their way out than on their way in!	<2>導線とよばれる、人の動きと流れを利用した\nとっておきの集客テクニックを教えるわね。<P>バルーンストア等のおみやげ店は\n入場ゲート付近に出店してみて。<P>テーマパークを楽しんだお客様、\n皆、帰りは出口に向かうはずでしょ？\nそれをうまく利用しましょ！	
5	6	YET_ADVICE_FOOD_AMOUNT	<2>Let me tell you an advanced shop combination to try. I bet it will make profits rise!<P>Place a Big Time Fry and Pokey Cola shop next to each other.<P><2>Salty fries equal thirsty guests. It's kind of sneaky, but it works!	<2>アトラクション、ショップの\n効果的な組み合わせを教えるわね。\nひと工夫で売り上げアップ、間違いなし！<P>塩分を増やしたビッグフライポテトの隣に\nドンキーコーラを設置してみて。<P>喉が渇いたお客様、きっと飲み物を\n欲しがるでしょうね。ズルいんじゃないかって？\nこれもれっきとしたテクニックよ！	
5	7	YET_ADVICE_KIDS_MIND	<2>Let me tell you an advanced ride and shop combination to try. I bet it will make profits rise!<P>Kids love the Bouncy Castle, right? So place a Whippy Ice Cream stand nearby and get out of the way!<P>You know kids love ice cream, so it's only logical that you'll see an increase in Whippy Ice Cream sales!	<2>アトラクション、ショップの\n効果的な組み合わせを教えるわね。\nひと工夫で売り上げアップ、間違いなし！<P>バウンシーキャッスルには子供が多く集まるわ。\nそこにウォーリーアイスを出店するの！<P>子供はみんなアイスクリームが大好き。\nウォーリーアイスの売り上げアップ間違いなし！	
5	8	YET_ADVICE_PLACE_SHOP_WITH_RIDE2	<2>Adults flock to hair-raising attractions like ghost houses, don't they?<P>Here's what you do, set up a coffee shop and a saloon in the same area as a ghost house.<P>Why, you ask? It's because adults will wander about your shops and profits will go through the roof!	<2>ゴーストハウスはとっても怖いアトラクション。\nスリルを求める大人が多く集まるわ。<P>そこにコーヒーショップや\nビアハウスを出店してみるの。<P>大人が大勢ウロウロしてるから、\n売り上げもどんどんアップ！\nこれには期待できるわね！	
5	9	YET_ADVICE_PLACE_FAC_WITH_RIDE2	<2>The right scenery can add appeal to shops and rides to increase earnings.<P>For example, place some Spooky Trees near ghost houses.<P><2>The added creepiness will increase the appeal of the rides and more guests will come.	<2>アトラクション、ショップは景観を演出すれば\nもっと収益をアップできるのよ。<P>ゴーストハウスの周りに\n”怪しい木”を\nたくさん配置してみましょう。<P>これだけで、怖さが格段にアップ！\nこういうさり気ない演出で、\n集客力もきっとアップするわ！	
5	10	YET_ADVICE_LEAD_PEOP2	<2>Let me teach you a technique I learned from watching how people move through amusement parks.<P>It's a good idea to place Balloon World and souvenir shops near the park entrance.<P>Everyone has to pass through the gates, and they'll be more likely to buy things on their way out than on their way in!	<2>導線とよばれる、人の動きと流れを利用した\nとっておきの集客テクニックを教えるわね。<P>バルーンストア等のおみやげ店は\n入場ゲート付近に出店してみて。<P>テーマパークを楽しんだお客様、\n皆、帰りは出口に向かうはずでしょ？\nそれをうまく利用しましょ！	
5	11	YET_ADVICE_FOOD_AMOUNT2	<2>The right scenery can add appeal to shops and rides to increase earnings.<P>For example, place some Spooky Trees near ghost houses.<P>The added creepiness will increase the appeal of the rides and more guests will come.	<2>アトラクション、ショップの\n効果的な組み合わせを教えるわね。\nひと工夫で売り上げアップ、間違いなし！<P>塩分を増やしたビッグフライポテトの隣に\nドンキーコーラを設置してみて。<P>喉が渇いたお客様、きっと飲み物を\n欲しがるでしょうね。ズルいんじゃないかって？\nこれもれっきとしたテクニックよ！	
6	0	CELL2041			
6	1	CELL2051	<1>Oh, there you are. I've been waiting for you. Welcome to the Theme Park guided tour.	<1>お待ちしておりました、オーナー。\nテーマパークガイドツアーへようこそ。	
6	2	CELL2061	<2>I'll be your guide today.	<2>私はクリスタル・モア。\nこれから案内を務めさせていただきます。\nよろしくお願いします。	
6	3	CELL2071	<1>Let's get started, OK? Pay attention now, because I'm going to teach you the fine art of building a theme park.	<1>それではこれからテーマパークの\n造り方について、チュートリアル形式で\n一緒に学んでいきましょう。	
6	4	CELL2081	<1>If you want to skip the tutorial, you can always press the "Start" button.	<1>その前にひとつ。スタートボタンで、\nいつでもこのガイドツアーをスキップできます。\n覚えておいてくださいね。	
6	5	CELL2091	<1>Are you ready? All right, here we go. To begin with, let's place some Paths.	<1>準備はよろしいですか？\nでは、まず最初に”歩道”を敷設しましょう。	
6	6	CELL2101	<1>Paths, as I'm sure you'll agree, are essential to moving freely around the park.	<1>お客様にパークを快く楽しんでもらう為には、\n自由に移動できる歩道が必要不可欠です。	
6	7	CELL2111	<1>Please note the flashing icon. That is what is called the "Path" icon. Would you tap it, please?	<1>点滅しているアイコンを御覧下さい。\nこれが”歩道アイコン”です。\nタッチして頂けますか？	
6	8	CELL2121	<1>Now observe the park screen. Please use the stylus to trace the flashing line.	<1>パーク画面を御覧下さい。\n点滅するラインの上を、\nタッチペンでなぞってみてください。	
6	9	CELL2131	<1>Look at that! It's your first Path! Go ahead and make another one just for practice.	<1>歩道が敷けましたね。\nでは同じ要領でもう一つ、\n歩道を敷設してみましょう。	
6	10	CELL2141	<2>OK. Simple, isn't it? All right then, on with the show!	<2>ＯＫ。簡単ですよね？\nでは、オーナー。\nこの調子で学んで行きましょう。	
6	11	CELL2151	<1>Next, we should place some rides. You can't have a theme park without them!	<1>それでは次に、テーマパークになくてはならない\n”アトラクション”を設置しましょう。	
6	12	CELL2161	<1>Look, it's another flashing icon for you to tap. It's the "Place Ride" icon.	<1>点滅している”アトラクション設置アイコン”\nをタッチして頂けますか？	
6	13	CELL2171	<1>I'm sure you noticed how the screens switched positions, right? The lower screen is now the "Buy Ride" screen.	<1>画面が切り替わりましたね。\n下画面を御覧下さい。\nこれが”アトラクション購入画面”です。	
6	14	CELL2181	<1>This is the place where you purchase rides for the park. 	<1>アトラクションはここで購入します。	
6	15	CELL2191	<1>Please tap the "Bouncy Castle" icon to see a description of the ride.	<1>それでは、\nバウンシーキャッスルを\nタッチして頂けますか？	
6	16	CELL2201	<1>Now that you know the features of the ride, let's put it in the park.	<1>バウンシーキャッスルの説明文が\n表示されました。アトラクションの特徴は\nここで把握しましょう。	
6	17	CELL2211	<1>Use the stylus to either check it or draw a circle around the Bouncy Castle.	<1>次にバウンシーキャッスルを”チェック”\n又は○で囲んでみましょう。	
6	18	CELL2221	<1>The screens have switched back now, haven't they? Since you've selected Bouncy Castle, go ahead and place it.	<1>再び画面が切り替わりました。\nそれでは選択中の\nバウンシーキャッスルを配置しましょう。	
6	19	CELL2231	<1>See the flashing location? That's where I want you to place the Bouncy Castle.	<1>タッチペンで\nバウンシーキャッスルを点滅している場所に\n移動させてください。	
6	20	CELL2241	<1>Once it is in the right place, the OK button will appear. Please tap the OK button.	<1>位置が決まると、\nＯＫアイコンが表示されるはずです。\nＯＫアイコンをタッチして頂けますか？	
6	21	CELL2251	<1>Very good. The Bouncy Castle is now placed in the park. However, it's still not quite ready to open.	<1>問題なく配置できましたね。ですが、\nこのままではアトラクションは機能しません。	
6	22	CELL2261	<1>Do you know what else you need? An entrance and an exit, of course!	<1>アトラクションには”入口”と”出口”\nこの二つを用意する必要があるんです。	
6	23	CELL2271	<1>Let's go ahead and set those up. First, let's do the entrance.	<1>それらの配置をこれから行いましょう。\nじゃあ、まずは入口の指定から。	
6	24	CELL2281	<1>Will you tap the flashing spot, please? This is where the entrance will be. Tap OK to confirm your placement. 	<1>点滅している場所をタッチすると、\nＯＫアイコンが表示されます。\nＯＫアイコンをタッチして頂けますか？	
6	25	CELL2291	<1>Great! The entrance is placed. Next, let's set up the exit.	<1>ＯＫ。入口が配置されましたね。\nでは次に出口の配置をしましょう。	
6	26	CELL2301	<1>Will you tap the flashing spot, please? This is where the exit will be. Again, the OK icon is used to confirm.	<1>入口と同じように、点滅している\n場所をタッチした後、表示される\nＯＫアイコンをタッチして頂けますか？	
6	27	CELL2311	<2>All right! Both the entrance and exit have been placed. The ride is now ready to open!	<2>出入口の配置、完了です。\nこれで準備が整いました。\nアトラクション運行開始です！	
6	28	CELL2321	<1>However, there's a rule for you to remember. It concerns the placement of entrances and exits for rides.	<1>オーナー、ここで出入口の設置に関して、\n大事なルールがあります。	
6	29	CELL2331	<1>Both a ride's entrance and exit must be placed next to a Path.	<1>入口と出口、この二つは\n必ず歩道に隣接する場所に\n配置する必要があるんです。	
6	30	CELL2341	<3>If they aren't, Guests will have no way of knowing the ride is open.	<3>出入口が繋がってなければ、\nお客様がアトラクションを利用できなくなる事、\n容易に想像できますよね？	
6	31	CELL2351	<2>I can see you understand the importance of this rule. I'm sure I won't have to tell you twice, will I? 	<2>このルール、ぜひ覚えておいてくださいね。\nフフフ、オーナーなら一度言った事、\n忘れるはずないですもんね？	
6	32	CELL2361	<5>Look! We have guests coming already! I wonder where they heard about us?	<5>あら？早速お客様が遊びに来たようですね。\nどこで話を聞いたのかしら…？	
6	33	CELL2371	<1>No time to spare, let's get the gates open! Tap the Entrance Gate, will you?	<1>ゲートを開門して、\nお客様をパークに招待しましょ。\nゲートをタッチして頂きますか？	
6	34	CELL2381	<1>The gate is open and guests are in the park. It looks like they're all headed for the ride!	<1>ゲートが開門し、お客様が入園しましたね。\n皆、アトラクションに向かっているようです。	
6	35	CELL2391	<3>They all seem to be happy, but... I can see one problem.	<3>十分楽しんで頂けたようですね。\nですが…\nこのままでは一つ問題が発生します。	
6	36	CELL2401	<1>The way it's currently set up, Bouncy Castle can only accommodate the number of people who can fit on the ride at one time.	<1>今のままでは、\nバウンシーキャッスルの定員人数分しか、\nお客様は利用出来ません。	
6	37	CELL2411	<4>Guests who can't get on the ride will be irritated, and wander away.	<4>アトラクションに入れなかったお客様。\nこのままでは気を悪くして、\n他のどこかへ移ってしまうでしょうね。	
6	38	CELL2421	<1>So let's do something for the guests so they can wait for their turn on the Bouncy Castle. 	<1>お客様には、気分良く楽しんで頂くのが一番！\nその為の方法をこれからレクチャーします。	
6	39	CELL2431	<1>Let set up a Queue for them, so they know where to line up.	<1>バウンシーキャッスルで遊びたいお客様の為に\n”整列歩道”を敷設しましょう。	
6	40	CELL2441	<1>Queues are special paths where guests stand in line to wait for their turn on a ride.	<1>整列歩道とは、アトラクションの順番を待つ\nお客様に並んでもらう為の専用区画です。	
6	41	CELL2451	<1>Before you can create a Queue for the Bouncy Castle, you have to make room for it.	<1>まず下準備として、\nその整列歩道を敷設する場所を確保しましょう。	
6	42	CELL2461	<1>We'll have to remove a part of the path so we can place the Queue. Would you please tap the "Eraser" icon?	<1>まず、歩道を一部撤去しちゃいましょ！\n”消しゴムアイコン”をタッチして頂けますか？	
6	43	CELL2471	<1>That turns the eraser ON. All you have to do now is trace the portion of the path that's flashing.	<1>消しゴムアイコンがＯＮの状態で、\n点滅している歩道を\nタッチペンでなぞってください。	
6	44	CELL2481	<1>Look at that! That part of the path is gone. You can use the eraser to remove all kinds of things from the park.	<1>歩道が撤去されましたね。\nこのように消しゴムアイコンは、\n様々な施設の撤去に使用します。	
6	45	CELL2491	<1>So let's continue with Queue placement. Would you please tap the small triangle above the path placement icon?	<1>では整列歩道敷設の続きです。\n歩道設置アイコンの上にある、\n△部分をタッチして頂けますか？	
6	46	CELL2501	<1>The Paths icon tree pops up. You can select various paths, queues, tracks and courses from this menu.	<1>表示されたのが歩道アイコンツリーです。\n様々な種類の通路、レールを敷設出来ます。	
6	47	CELL2511	<1>The flashing icon is the Queue icon. Would you please tap it?	<1>今、点滅しているアイコンが\n整列歩道アイコンです。\nこのアイコンをタッチして頂けますか？	
6	48	CELL2521	<1>The "Queue" icon has replaced the "Path" icon, right? So now you're ready to place the Queue!	<1>歩道設置アイコンが\n整列歩道アイコンに切り替わりました。\nこれで整列歩道を敷設できます。	
6	49	CELL2531	<1>Placing the Queue is a simple task. All you need to do is trace the flashing line.	<1>では整列歩道を敷設しましょう。\n点滅するラインに沿って、\nタッチペンでなぞってください。	
6	50	CELL2541	<2>You did it! You placed a Queue! Way to go!	<2>はい、よくできました！パチパチー！\n整列歩道が敷設されましたぁー。	
6	51	CELL2551	<1>Look! The guests are already lining up to take their turn on the ride..	<1>ほら、見てください！\nお客様が早速、整列歩道に並んでいますよね。	
6	52	CELL2561	<3>You can't just build Queues any way you feel like, though. If they're not done right, they won't work.	<3>…ただ、フィーリングだけで\n整列歩道を敷設しても\nうまく機能しないんです。	
6	53	CELL2571	<3>If a Queue is too long, the guests who are waiting will get bored. If a Queue is too short,  guests can't line up.	<3>整列歩道は長すぎてもお客様は退屈しますし、\n逆に短すぎても並んでくれなくなります。	
6	54	CELL2581	<3>To build Queues that are the appropriate length, you'll need to understand how your guests feel.<P>It'll take some time before you are good at it, but it's worth the effort.	<3>お客様の心理状態を把握し、適切な長さ、\n構造について考える必要が出てきますね。	
6	55	CELL2591	<2>Keep in mind the type of ride and its popularity when placing Queues.	<2>アトラクションの種類、お客様の入りを見て、\nより良い整列歩道を敷けるよう、\n心がけましょう。	
6	56	CELL2601	<1>Uh-oh! Looks like some of your guests are getting tired and hungry. Why don't we set up some food and drink stands?	<1>あら？遊び疲れて、\nお腹を空かせたお客様がいるようです。\n飲食店を建ててみましょうか。	
6	57	CELL2611	<2>What shall we start with? Ice cream shops are popular, right?	<2>なにがいいかなぁ…ねぇ、\nソフトクリーム屋とかカワイイですよね？	
6	58	CELL2621	<1>See the flashing icon? That's the "Place Shop" icon. Would you tap it, please?	<1>点滅しているのが\n”ショップ設置アイコン”です。\nアイコンをタッチして頂けますか？	
6	59	CELL2631	<1>The screens have switched places again. Please look at the bottom screen. What you see here is the "Purchase Shop" screen.	<1>画面が切り替わりましたね。\n下画面を御覧下さい。\nこれが”ショップ購入画面”です。	
6	60	CELL2641	<1>You buy shops in the same way you buy rides. So, let's follow the same process by selecting a Whippy Ice Cream shop.	<1>この流れはアトラクション購入時と\n変わりません。同じ流れで\nウォーリーアイスを選択しましょ。	
6	61	CELL2651	<1>Next, use the stylus to either check the Whippy Ice Cream shop, or circle it.	<1>ウォーリーアイスを”チェック”\n又は○で囲んでみてください。	
6	62	CELL2661	<1>The screens switched back again, right? Let's find a spot for the Whippy Ice Cream shop.	<1>画面が切り替わりましたね。\n次にウォーリーアイスを配置しましょう。	
6	63	CELL2671	<1>See the flashing location? Use the stylus to move the Whippy Ice Cream shop there.	<1>タッチペンでウォーリーアイスを\n点滅位置に移動させてください。	
6	64	CELL2681	<1>Once it's in the right place, the OK button is displayed. Please tap the OK button.	<1>位置が決まると、\nＯＫアイコンが表示されるはずです。\nＯＫアイコンをタッチして頂けますか？	
